date,S199,S200,S332B,S332BN,S332C,S332D,S332DX1,S12A,S12B,S12C,S12D,S333,S333N,S334,S343A,S343B,S344,S356,S333_T,S343B_T,S334_H,SWEVER4_stage,TSH_stage,NP62_stage,G620_water_level,NESRS1,NESRS2,S12A_T,S12B_T,S12C_T,S12D_T,S18C,NP205_rain,NP205_stage,NP205_PET,P33_rain,P33_stage,P33_PET
2021-08-01,127.51,150.61,45.1,0.0,137.21,248.77,0.0,0,0.0,0,243,0.0,752.6,0.0,0.0,0.0,0.0,398.91,7.98,8.47,7.9,2.36,2.43,3.01,6.51,7.47,7.6,8.18,8.11,8.11,8.2,358.0,0.33,5.981,4.17,0.0,6.437,4.17
2021-08-02,132.85,150.52,103.76,51.23,189.7,247.16,0.0,0,0.0,0,244,0.0,752.91,0.0,0.0,0.0,0.0,385.04,7.99,8.46,7.91,2.34,2.43,3.01,6.52,7.48,7.6,8.18,8.11,8.11,8.2,309.0,0.01,5.997,4.28,0.0,6.428,4.28
2021-08-03,124.44,150.5,266.23,133.22,207.93,248.17,0.0,0,0.0,0,245,4.53,859.83,0.0,0.0,0.0,0.0,394.67,8.03,8.46,7.94,2.32,2.44,3.0,6.53,7.48,7.61,8.16,8.11,8.11,8.2,317.0,0.06,5.986,1.87,0.17,6.428,1.87
2021-08-04,135.61,150.35,258.04,126.33,137.02,248.72,0.0,0,0.0,0,251,0.0,915.11,0.0,0.0,0.0,0.0,395.97,8.09,8.46,7.99,2.36,2.53,3.0,6.54,7.49,7.63,8.16,8.14,8.15,8.23,189.0,0.82,6.045,1.89,0.21,6.449,1.89
2021-08-05,119.36,150.46,134.37,1.04,138.21,249.45,0.0,0,0.0,0,255,0.0,911.06,0.0,0.0,0.0,0.0,398.12,8.09,8.46,8.0,2.36,2.55,2.99,6.55,7.51,7.65,8.12,8.13,8.13,8.23,203.0,0.07,6.11,3.33,0.27,6.477,3.33
2021-08-06,118.49,150.43,133.85,0.77,139.68,251.33,0.0,0,0.0,0,259,0.0,896.83,0.0,0.0,0.0,0.0,389.9,8.09,8.46,8.0,2.36,2.54,2.98,6.54,7.53,7.66,8.1,8.13,8.13,8.23,307.0,2.12,6.144,4.06,0.0,6.495,4.06
2021-08-07,207.38,207.17,226.29,52.93,184.83,248.08,0.0,0,0.0,0,265,0.0,902.55,0.0,0.0,0.0,0.0,398.68,8.11,8.47,8.03,2.38,2.56,3.05,6.55,7.53,7.67,8.21,8.14,8.14,8.25,307.0,0.03,6.361,1.72,0.41,6.502,1.72
2021-08-08,298.47,295.8,366.25,65.9,277.78,256.26,0.0,0,0.0,0,267,0.0,901.86,0.0,0.0,0.0,0.0,388.45,8.13,8.47,8.04,2.45,2.66,3.17,6.55,7.55,7.69,8.17,8.14,8.14,8.25,249.0,0.0,6.37,3.63,0.0,6.52,3.63
2021-08-09,282.64,294.07,271.8,0.69,272.56,247.5,0.0,0,0.0,0,269,0.0,896.57,0.0,0.0,0.0,0.0,393.7,8.13,8.46,8.04,2.47,2.65,3.18,6.55,7.56,7.71,8.13,8.14,8.14,8.25,249.0,0.03,6.377,4.19,0.0,6.514,4.19
2021-08-10,224.47,293.62,133.32,0.23,277.38,247.81,0.0,0,0.0,0,269,0.11,895.01,0.0,0.0,0.0,0.0,374.56,8.14,8.46,8.05,2.43,2.62,3.17,6.55,7.57,7.71,8.09,8.14,8.14,8.24,216.0,0.0,6.39,4.17,0.41,6.522,4.17
2021-08-11,224.28,250.31,135.62,0.0,276.2,247.98,0.0,0,0.0,0,271,0.0,898.59,0.0,0.0,0.0,0.0,389.38,8.13,8.46,8.04,2.42,2.59,3.16,6.55,7.58,7.71,8.07,8.14,8.13,8.24,195.0,0.0,6.387,3.72,0.0,6.509,3.72
2021-08-12,224.59,244.94,259.04,43.41,276.37,249.01,0.0,0,0.0,0,272,0.0,898.94,0.0,0.0,0.0,0.0,397.28,8.14,8.48,8.02,2.43,2.58,3.15,6.55,7.58,7.71,8.1,8.14,8.13,8.24,152.0,0.0,6.369,4.32,0.0,6.496,4.32
2021-08-13,297.63,239.0,480.45,176.84,293.63,260.9,0.0,49,48.0,132,272,0.0,676.33,0.0,0.0,0.0,0.0,398.19,8.12,8.47,8.01,2.55,2.65,3.2,6.55,7.59,7.73,8.93,8.85,8.46,8.26,500.0,0.52,6.369,3.46,0.31,6.494,3.46
2021-08-14,296.81,296.86,524.69,256.18,282.8,303.62,0.0,91,85.0,208,269,0.0,577.48,0.0,0.0,0.0,0.0,395.09,8.07,8.47,7.99,2.56,2.69,3.24,6.56,7.64,7.79,8.96,8.89,8.53,8.3,337.0,0.72,6.435,2.84,0.83,6.516,2.84
2021-08-15,297.38,296.32,559.23,257.3,447.47,406.98,0.0,101,93.0,221,279,0.0,392.3,0.0,0.0,0.0,0.0,469.47,8.08,8.51,8.01,2.57,2.91,3.41,6.61,7.73,7.84,9.02,8.95,8.56,8.35,371.0,0.78,6.541,1.72,0.71,6.608,1.72
2021-08-16,296.97,295.65,553.06,255.03,447.34,419.53,0.0,106,96.0,225,284,0.0,376.74,0.0,0.0,0.0,0.0,468.75,8.07,8.52,8.01,2.58,2.93,3.43,6.6,7.76,7.83,9.05,8.97,8.57,8.36,349.0,0.0,6.555,4.84,0.0,6.639,4.84
2021-08-17,295.54,294.26,581.32,252.2,470.77,439.16,0.0,108,97.0,225,281,0.0,629.21,0.0,0.0,0.0,0.0,443.52,8.11,8.52,8.01,2.59,2.88,3.42,6.6,7.74,7.82,9.05,8.97,8.57,8.36,195.0,0.0,6.523,3.79,0.0,6.624,3.79
2021-08-18,236.74,294.14,543.14,245.74,339.58,441.53,0.0,105,96.0,223,281,0.0,730.16,0.0,0.0,0.0,0.0,404.04,8.12,8.52,8.01,2.6,2.85,3.39,6.59,7.71,7.79,9.05,8.97,8.57,8.34,149.0,0.0,6.47,4.6,0.0,6.613,4.6
2021-08-19,222.67,264.8,494.91,233.68,274.98,411.65,0.0,106,97.0,222,280,0.0,743.91,0.0,0.0,0.0,0.0,396.42,8.1,8.51,8.01,2.61,2.82,3.37,6.59,7.69,7.78,9.04,8.97,8.57,8.34,105.0,0.0,6.429,4.35,0.0,6.601,4.35
2021-08-20,222.44,222.39,388.06,120.93,273.29,249.0,0.0,104,96.0,222,280,0.0,750.25,0.0,0.0,0.0,0.0,392.9,8.06,8.51,8.0,2.59,2.79,3.34,6.59,7.67,7.75,9.04,8.97,8.57,8.34,129.0,0.0,6.394,5.14,0.0,6.591,5.14
2021-08-21,204.08,222.09,369.33,103.93,275.59,259.55,0.0,103,96.0,220,278,0.0,749.25,0.0,0.0,0.0,0.0,397.57,8.06,8.5,7.98,2.56,2.76,3.31,6.59,7.64,7.72,9.03,8.96,8.56,8.33,89.8,0.0,6.361,5.08,0.0,6.58,5.08
2021-08-22,155.41,222.19,310.96,116.0,274.07,249.13,0.0,102,98.0,220,277,0.0,741.1,0.0,0.0,0.0,0.0,393.4,8.05,8.49,7.97,2.53,2.73,3.27,6.59,7.63,7.72,9.03,8.96,8.57,8.34,103.0,0.0,6.332,3.61,0.01,6.568,3.61
2021-08-23,149.52,222.24,248.94,117.01,274.62,248.2,0.0,104,100.0,220,277,0.0,740.74,0.0,0.0,0.0,0.0,397.48,8.04,8.49,7.95,2.51,2.71,3.24,6.59,7.62,7.69,9.03,8.96,8.57,8.34,97.4,0.0,6.316,3.64,0.0,6.559,3.64
2021-08-24,149.58,209.92,250.31,118.06,273.27,248.7,0.0,102,101.0,205,250,0.0,778.9,0.0,0.0,0.0,0.0,391.6,8.04,8.48,7.94,2.48,2.68,3.22,6.6,7.6,7.68,9.03,8.96,8.56,8.33,61.9,0.01,6.302,3.85,0.0,6.551,3.85
2021-08-25,150.0,171.47,227.26,93.73,162.33,249.66,0.01,93,104.0,194,228,0.0,788.63,0.0,0.0,0.0,0.0,386.54,8.06,8.48,7.93,2.48,2.66,3.18,6.59,7.58,7.66,9.02,8.97,8.53,8.29,86.4,0.04,6.283,4.65,0.17,6.541,4.65
2021-08-26,162.52,222.87,155.08,22.38,138.65,249.36,0.0,85,108.0,196,230,0.0,797.03,0.0,0.0,0.0,0.0,393.39,8.06,8.49,7.95,2.53,2.78,3.2,6.62,7.59,7.65,8.88,8.99,8.54,8.29,184.0,1.09,6.384,4.07,0.3,6.572,4.07
2021-08-27,168.3,222.62,265.63,132.27,138.2,249.0,0.0,86,110.0,197,231,0.0,798.02,0.0,0.0,0.0,0.0,386.46,8.06,8.49,7.94,2.54,2.77,3.2,6.62,7.59,7.65,8.88,8.99,8.54,8.28,115.0,0.0,6.417,4.21,0.0,6.578,4.21
2021-08-28,168.41,222.52,257.14,122.75,138.45,249.3,0.0,85,111.0,196,230,0.0,799.56,0.0,0.0,0.0,0.0,385.38,8.05,8.49,7.94,2.53,2.74,3.18,6.62,7.58,7.63,8.88,8.98,8.54,8.28,212.0,0.05,6.401,3.61,0.0,6.57,3.61
2021-08-29,150.29,222.5,267.12,132.85,138.45,250.4,0.0,86,113.0,196,230,0.0,807.15,0.0,0.0,0.0,0.0,290.94,8.02,8.49,7.93,2.52,2.71,3.17,6.62,7.58,7.63,8.88,8.98,8.54,8.28,207.0,0.0,6.378,3.57,0.0,6.563,3.57
2021-08-30,150.23,222.32,149.91,16.4,137.19,250.07,0.0,86,116.0,196,231,0.0,802.56,0.0,0.0,0.0,0.0,260.43,8.0,8.49,7.92,2.55,2.7,3.19,6.62,7.58,7.63,8.88,8.99,8.54,8.28,138.0,0.24,6.361,4.21,0.67,6.572,4.21
2021-08-31,163.57,214.32,134.65,0.17,138.62,251.08,0.0,86,119.0,198,229,0.0,848.77,0.0,0.0,0.0,0.0,264.02,8.0,8.5,7.93,2.62,2.69,3.23,6.63,7.58,7.63,8.88,9.0,8.54,8.29,207.0,0.0,6.364,4.15,0.02,6.6,4.15
2021-09-01,188.07,222.45,121.49,0.0,138.55,249.96,0.0,37,122.0,286,76,0.0,872.56,0.0,0.0,0.0,0.0,364.46,8.03,8.5,7.95,2.64,2.7,3.22,6.63,7.59,7.63,8.6,9.01,8.68,8.11,211.0,0.0,6.341,3.61,0.0,6.594,3.61
2021-09-02,185.23,205.62,82.71,0.0,136.98,249.73,0.0,0,126.0,332,0,0.0,880.62,0.0,0.0,0.0,0.0,394.49,8.05,8.49,7.97,2.61,2.71,3.22,6.63,7.58,7.63,8.22,9.02,8.7,7.99,203.0,0.31,6.32,2.11,0.0,6.583,2.11
2021-09-03,198.7,238.8,164.64,58.81,136.76,249.72,0.0,0,129.0,334,0,0.0,919.81,0.0,0.0,0.0,0.0,396.39,8.11,8.49,8.06,2.6,2.72,3.22,6.65,7.58,7.72,8.18,9.03,8.71,7.97,150.0,1.16,6.36,3.87,0.0,6.579,3.87
2021-09-04,222.9,249.01,257.11,123.02,138.13,249.96,0.0,0,132.0,340,0,0.0,928.36,0.0,0.0,0.0,0.0,384.98,8.18,8.5,8.09,2.59,2.73,3.21,6.68,7.59,7.75,8.16,9.05,8.72,7.95,199.0,0.52,6.455,2.84,0.03,6.58,2.84
2021-09-05,236.97,268.66,265.36,130.91,160.05,250.93,0.0,0,133.0,344,0,0.0,932.53,0.0,0.0,0.0,0.0,382.75,8.17,8.51,8.08,2.6,2.74,3.22,6.71,7.6,7.75,8.15,9.05,8.72,7.92,305.0,0.07,6.489,3.93,0.12,6.58,3.93
2021-09-06,295.61,293.87,306.8,150.97,289.51,282.52,0.0,0,134.0,342,0,0.0,932.55,0.0,0.0,0.0,0.0,397.09,8.16,8.5,8.07,2.61,2.77,3.23,6.71,7.61,7.74,8.14,9.05,8.72,7.92,294.0,0.0,6.474,3.53,0.0,6.58,3.53
2021-09-07,295.29,293.5,455.58,191.0,288.93,304.44,0.0,0,135.0,341,0,0.0,934.46,0.0,0.0,0.0,0.0,397.33,8.16,8.5,8.08,2.69,2.8,3.24,6.75,7.61,7.75,8.23,9.06,8.73,7.91,310.0,1.22,6.484,3.25,0.0,6.575,3.25
2021-09-08,295.15,293.54,484.89,190.29,388.43,365.79,0.0,0,136.0,342,0,0.0,938.51,0.0,0.0,0.0,0.0,225.94,8.16,8.5,8.08,2.68,2.82,3.28,6.75,7.61,7.75,8.16,9.06,8.73,7.9,293.0,0.11,6.535,3.61,0.0,6.573,3.61
2021-09-09,294.7,293.35,496.97,217.72,301.26,439.55,0.0,0,135.0,343,0,0.0,930.89,0.0,0.0,0.0,0.0,385.41,8.18,8.5,8.1,2.67,2.83,3.34,6.76,7.64,7.8,8.14,9.06,8.73,7.89,317.0,0.0,6.522,4.6,0.03,6.575,4.6
2021-09-10,234.36,293.34,462.51,196.49,276.48,331.27,0.0,0,136.0,345,0,0.0,926.0,0.0,0.0,0.0,0.0,386.61,8.2,8.5,8.1,2.65,2.83,3.36,6.76,7.69,7.82,8.12,9.06,8.73,7.89,260.0,0.02,6.488,4.15,0.0,6.577,4.15
2021-09-11,222.93,293.11,360.8,127.38,275.37,318.76,0.0,0,136.0,344,0,0.0,923.06,0.0,0.0,0.0,0.0,386.88,8.19,8.49,8.09,2.64,2.82,3.36,6.76,7.67,7.79,8.11,9.06,8.73,7.88,180.0,0.0,6.456,4.19,0.0,6.567,4.19
2021-09-12,223.02,237.04,347.21,131.55,264.7,305.56,0.0,0,135.0,342,0,0.0,928.55,0.0,0.0,0.0,0.0,385.88,8.19,8.49,8.08,2.63,2.81,3.36,6.76,7.66,7.78,8.1,9.05,8.73,7.87,191.0,0.0,6.418,3.53,0.0,6.562,3.53
2021-09-13,223.29,222.58,343.28,128.32,215.1,250.36,0.0,0,140.0,348,0,0.0,939.74,0.0,0.0,0.0,0.0,390.77,8.18,8.49,8.1,2.69,2.83,3.38,6.75,7.65,7.78,8.1,9.06,8.73,7.87,198.0,0.09,6.378,2.8,0.25,6.57,2.8
2021-09-14,263.72,262.72,337.23,122.06,249.13,249.86,0.0,0,149.0,365,0,0.0,942.39,0.0,0.0,0.0,0.0,366.75,8.18,8.53,8.1,2.7,2.85,3.38,6.74,7.67,7.77,8.15,9.13,8.77,7.89,244.0,0.01,6.353,2.71,0.18,6.587,2.71
2021-09-15,282.25,284.11,346.54,127.8,217.11,248.66,0.0,0,152.0,369,0,0.0,957.99,0.0,0.0,0.0,0.0,387.12,8.19,8.53,8.11,2.7,2.86,3.4,6.75,7.67,7.77,8.15,9.14,8.77,7.89,262.0,1.24,6.395,3.21,0.0,6.587,3.21
2021-09-16,223.77,235.65,344.67,118.28,261.11,248.95,0.0,0,155.0,386,0,0.0,960.61,0.0,0.0,0.0,0.0,398.73,8.21,8.55,8.12,2.72,2.88,3.44,6.78,7.67,7.77,8.17,9.16,8.79,7.91,338.0,2.11,6.58,2.88,0.02,6.585,2.88
2021-09-17,241.89,255.06,392.27,153.51,314.41,301.61,0.0,0,163.0,416,0,0.0,935.38,0.0,0.0,0.0,0.0,393.72,8.22,8.61,8.14,2.7,2.86,3.44,6.78,7.69,7.79,8.36,9.24,8.83,7.96,354.0,1.9,6.747,3.1,2.97,6.66,3.1
2021-09-18,297.34,296.14,447.6,156.33,422.01,504.82,0.0,0,182.0,438,0,0.0,881.7,0.0,0.0,0.0,0.0,419.02,8.27,8.65,8.2,2.68,2.87,3.44,6.98,7.81,7.87,8.36,9.31,8.88,8.04,265.0,0.01,6.81,4.34,0.0,6.825,4.34
2021-09-19,296.38,295.05,465.7,169.93,374.17,477.47,0.0,0,183.0,443,0,0.0,800.09,0.0,0.0,0.0,0.0,464.69,8.27,8.65,8.21,2.68,2.89,3.43,6.96,7.8,7.95,8.34,9.32,8.88,8.02,213.0,0.05,6.738,2.41,0.0,6.81,2.41
2021-09-20,296.82,295.41,504.71,193.46,348.19,419.55,0.0,0,183.0,442,0,0.0,806.52,0.0,0.0,0.0,0.0,389.09,8.26,8.66,8.21,2.68,2.86,3.43,6.94,7.8,7.93,8.38,9.32,8.87,8.01,226.0,0.03,6.703,2.13,0.02,6.801,2.13
2021-09-21,296.3,294.88,445.56,156.41,328.08,389.39,0.0,0,187.0,436,0,0.0,830.29,0.0,0.0,0.0,0.0,397.78,8.27,8.68,8.21,2.68,2.84,3.43,6.93,7.88,7.96,8.35,9.33,8.89,8.02,269.0,0.43,6.673,2.04,0.22,6.81,2.04
2021-09-22,291.72,292.75,462.63,114.74,446.06,434.93,0.0,0,189.0,417,0,0.0,858.36,0.0,0.0,0.0,0.0,454.62,8.29,8.67,8.24,2.7,2.84,3.48,6.92,7.88,7.96,8.36,9.35,8.9,8.04,414.0,1.11,6.694,2.6,0.02,6.818,2.6
2021-09-23,298.19,297.05,420.11,97.86,428.94,437.45,0.0,0,190.0,457,0,0.06,951.64,0.0,0.0,0.0,0.0,490.31,8.39,8.67,8.31,2.73,2.86,3.56,6.92,7.95,8.03,8.35,9.34,8.89,8.05,481.0,0.07,6.673,3.79,0.31,6.827,3.79
2021-09-24,297.74,296.49,368.4,102.75,381.17,373.54,0.0,0,195.0,461,0,0.0,996.8,0.0,0.0,0.0,0.0,475.26,8.43,8.69,8.34,2.77,2.93,3.62,6.95,7.95,8.03,8.41,9.36,8.92,8.07,381.0,0.33,6.635,3.33,0.36,6.884,3.33
2021-09-25,285.97,295.16,370.64,104.6,273.98,377.78,0.0,0,202.0,466,0,0.0,969.85,0.0,0.0,0.0,0.0,389.11,8.45,8.69,8.37,2.79,2.95,3.65,6.98,8.01,8.09,8.4,9.36,8.92,8.19,334.0,1.5,6.655,3.98,0.28,6.888,3.98
2021-09-26,274.79,294.18,365.05,100.17,274.5,321.91,0.0,0,219.0,490,0,0.0,1009.12,0.0,0.0,0.0,0.0,388.69,8.46,8.76,8.37,2.79,2.94,3.68,7.06,8.01,8.12,8.42,9.43,8.96,8.2,279.0,0.01,6.728,4.58,0.06,6.905,4.58
2021-09-27,236.43,293.27,394.03,105.55,290.87,302.46,0.0,0,214.0,489,0,0.0,1015.45,0.0,0.0,0.0,0.0,486.31,8.47,8.75,8.35,2.76,2.92,3.66,7.05,7.99,8.08,8.42,9.43,8.95,8.17,246.0,0.0,6.695,4.97,0.0,6.902,4.97
2021-09-28,223.06,265.8,371.79,105.56,280.36,318.59,0.0,0,202.0,845,287,763.62,466.04,0.0,0.0,0.0,0.0,519.17,8.47,8.73,8.38,2.74,2.9,3.65,7.03,7.97,8.06,8.38,9.39,9.69,8.76,221.0,0.0,6.656,4.8,0.0,6.893,4.8
2021-09-29,223.19,222.18,403.4,101.65,325.81,311.76,0.0,0,185.0,991,370,1366.29,0.0,0.0,0.0,0.0,0.0,527.19,8.48,8.71,8.42,2.73,2.89,3.64,7.01,7.94,8.05,8.54,9.36,9.67,8.77,204.0,0.0,6.62,4.52,0.0,6.883,4.52
2021-09-30,223.01,221.85,366.87,101.96,336.51,310.28,0.0,0,177.0,967,357,1333.68,0.0,0.0,0.0,0.0,0.0,509.25,8.48,8.7,8.41,2.71,2.87,3.62,6.99,7.93,8.05,8.43,9.34,9.63,8.8,204.0,0.36,6.606,3.68,0.0,6.878,3.68
2021-10-01,225.89,244.76,377.41,110.73,354.19,318.47,0.0,0,184.0,597,359,1283.8,0.0,0.0,0.0,0.0,0.0,516.92,8.47,8.69,8.43,2.73,2.91,3.62,7.0,7.94,8.08,8.35,9.33,9.15,8.81,249.0,0.39,6.626,3.46,0.96,6.914,3.46
2021-10-02,241.2,292.82,370.35,105.76,355.32,317.79,0.0,0,237.0,416,374,1190.97,0.0,0.0,0.0,0.0,0.0,517.42,8.48,8.68,8.41,2.75,2.93,3.62,7.04,7.96,8.09,8.34,8.61,9.0,8.78,249.0,0.0,6.615,3.63,0.0,6.96,3.63
2021-10-03,223.5,236.57,351.31,103.21,339.8,312.27,0.0,0,244.0,422,378,1196.06,0.0,0.0,0.0,0.0,0.0,518.08,8.46,8.68,8.43,2.73,2.9,3.63,7.05,7.96,8.09,8.33,8.56,8.98,8.77,234.0,0.0,6.575,3.07,0.0,6.945,3.07
2021-10-04,223.43,221.89,316.41,98.85,341.83,293.65,0.0,0,93.0,424,380,1198.33,0.0,0.0,0.0,0.0,0.0,508.74,8.47,8.67,8.43,2.71,2.88,3.63,7.06,7.97,8.1,8.34,8.54,8.98,8.76,243.0,0.0,6.54,3.48,0.0,6.939,3.48
2021-10-05,199.55,221.72,317.71,101.44,355.43,317.04,0.0,0,0.0,547,580,1253.66,0.0,0.0,0.0,0.0,0.0,426.21,8.46,8.67,8.42,2.7,2.87,3.64,7.06,7.97,8.09,8.32,8.53,8.98,8.76,212.0,0.0,6.508,3.48,0.0,6.932,3.48
2021-10-06,161.48,222.07,316.87,99.55,354.68,317.53,0.0,0,0.0,847,805,1312.94,0.0,0.0,0.0,0.0,0.0,396.37,8.47,8.66,8.41,2.68,2.85,3.65,7.06,7.98,8.07,8.31,8.6,9.41,9.2,190.0,0.03,6.473,2.8,0.06,6.93,2.8
2021-10-07,166.86,221.86,335.42,117.65,355.31,318.56,0.0,0,0.0,839,741,1336.98,0.0,0.0,0.0,0.0,0.0,396.68,8.48,8.65,8.41,2.67,2.84,3.66,7.06,7.98,8.07,8.33,8.62,9.39,9.22,208.0,0.04,6.443,3.61,0.0,6.932,3.61
2021-10-08,210.97,246.77,350.86,134.11,357.06,360.05,0.0,0,0.0,834,721,1288.68,0.0,0.0,0.0,0.0,0.0,388.53,8.47,8.64,8.43,2.65,2.82,3.67,7.06,7.97,8.07,8.3,8.62,9.38,9.22,244.0,0.0,6.414,3.4,0.0,6.925,3.4
2021-10-09,280.53,294.51,337.46,135.32,490.86,442.29,0.0,0,0.0,918,869,650.78,0.0,0.0,0.0,0.0,0.0,508.17,8.48,8.72,8.45,2.65,2.8,3.67,7.24,8.02,8.19,8.44,8.75,9.62,9.42,207.0,2.5,6.623,1.98,0.54,6.965,1.98
2021-10-10,223.51,271.08,346.81,130.9,355.24,444.31,0.0,0,0.0,847,840,1143.63,0.0,0.0,0.0,0.0,0.0,443.73,8.46,8.73,8.44,2.64,2.79,3.68,7.24,8.04,8.17,8.41,8.72,9.61,9.42,159.0,0.0,6.667,4.56,0.0,6.991,4.56
2021-10-11,223.7,222.85,348.7,131.26,372.84,434.69,0.0,0,0.0,826,818,1199.87,0.0,0.0,0.0,0.0,0.0,453.05,8.47,8.71,8.44,2.63,2.79,3.68,7.24,8.04,8.14,8.39,8.7,9.59,9.41,212.0,0.0,6.632,3.79,0.02,7.002,3.79
2021-10-12,244.4,258.97,341.61,133.81,340.26,433.17,0.0,0,0.0,831,819,1065.63,0.0,0.0,0.0,0.0,0.0,473.25,8.47,8.71,8.44,2.66,2.81,3.68,7.23,8.03,8.12,8.36,8.71,9.59,9.4,266.0,0.0,6.595,2.26,0.04,7.015,2.26
2021-10-13,223.45,275.28,350.87,133.26,332.54,424.87,0.0,0,0.0,846,963,946.01,0.0,0.0,0.0,0.0,0.0,474.77,8.46,8.71,8.42,2.7,2.85,3.66,7.25,8.04,8.11,8.38,8.74,9.66,9.51,248.0,0.01,6.567,4.62,0.0,7.027,4.62
2021-10-14,223.52,230.9,350.98,133.06,354.63,361.55,0.0,0,0.0,971,1230,0.0,0.0,0.0,0.0,0.0,0.0,521.84,8.3,8.71,8.24,2.7,2.86,3.65,7.26,8.06,8.1,8.37,8.74,9.86,9.88,209.0,0.0,6.541,3.93,0.01,7.04,3.93
2021-10-15,223.51,222.98,352.44,133.78,354.53,437.01,0.0,0,0.0,1020,1220,0.0,0.0,0.0,0.0,0.0,0.0,443.2,8.22,8.7,8.16,2.71,2.87,3.63,7.27,8.04,8.05,8.34,8.77,9.86,9.88,206.0,0.07,6.518,4.28,0.07,7.059,4.28
2021-10-16,223.45,222.54,352.01,133.94,367.74,439.91,0.0,0,0.0,997,1200,0.0,0.0,0.0,0.0,0.0,0.0,397.8,8.14,8.7,8.11,2.71,2.86,3.61,7.29,8.01,8.0,8.34,8.78,9.86,9.88,177.0,0.0,6.501,4.0,0.0,7.078,4.0
2021-10-17,192.45,222.57,340.69,133.09,338.71,429.85,0.0,0,0.0,975,1180,0.0,0.0,0.0,0.0,0.0,0.0,396.94,8.08,8.69,8.05,2.69,2.84,3.6,7.31,7.98,7.95,8.33,8.79,9.86,9.88,165.0,0.0,6.479,3.98,0.0,7.082,3.98
2021-10-18,150.49,222.62,322.82,133.79,301.24,401.91,0.0,0,0.0,949,1160,0.0,0.0,0.0,0.0,0.0,0.0,398.05,8.04,8.68,7.97,2.67,2.82,3.57,7.33,7.95,7.9,8.32,8.8,9.85,9.88,155.0,0.0,6.449,4.24,0.0,7.086,4.24
2021-10-19,157.7,222.58,362.33,132.67,275.55,397.09,0.0,0,0.0,913,1100,289.66,148.38,0.0,0.0,0.0,0.0,397.75,8.05,8.67,7.96,2.65,2.79,3.55,7.34,7.91,7.86,8.3,8.8,9.83,9.84,139.0,0.0,6.41,3.83,0.0,7.089,3.83
2021-10-20,150.42,222.59,350.79,134.65,216.33,436.24,0.0,0,0.0,848,985,631.68,636.13,0.0,0.0,0.0,0.0,393.52,8.26,8.67,8.13,2.63,2.77,3.51,7.35,7.89,7.83,8.29,8.8,9.72,9.7,136.0,0.0,6.37,4.26,0.0,7.094,4.26
2021-10-21,150.38,222.48,353.4,134.8,261.73,345.82,0.0,0,0.0,808,943,532.68,640.19,0.0,0.0,0.0,0.0,397.97,8.28,8.66,8.18,2.62,2.75,3.5,7.35,7.88,7.83,8.34,8.78,9.69,9.67,139.0,0.0,6.34,3.72,0.0,7.098,3.72
2021-10-22,162.95,222.72,349.76,133.27,303.36,318.91,0.0,0,0.0,790,929,384.67,647.3,0.0,0.0,0.0,0.0,374.86,8.27,8.66,8.18,2.7,2.75,3.51,7.38,7.89,7.87,8.3,8.78,9.69,9.67,224.0,1.06,6.372,1.51,0.24,7.12,1.51
2021-10-23,178.07,232.06,354.83,135.51,354.12,428.65,0.0,0,0.0,773,917,303.07,651.35,0.0,0.0,0.0,0.0,346.26,8.26,8.65,8.18,2.77,2.77,3.51,7.42,7.91,7.89,8.29,8.78,9.69,9.68,275.0,0.0,6.415,2.43,0.0,7.155,2.43
2021-10-24,216.27,222.57,351.98,134.59,355.04,443.52,0.0,0,0.0,744,886,354.28,642.55,0.0,0.0,0.0,0.0,395.81,8.28,8.65,8.2,2.73,2.77,3.5,7.4,7.93,7.92,8.28,8.78,9.67,9.66,258.0,0.0,6.383,2.58,0.0,7.16,2.58
2021-10-25,210.75,222.57,352.56,134.61,352.82,436.07,0.0,0,0.0,721,859,492.95,629.69,0.0,0.0,0.0,0.0,391.3,8.29,8.65,8.24,2.71,2.78,3.5,7.39,7.95,7.95,8.33,8.78,9.66,9.65,264.0,0.25,6.365,2.43,0.2,7.166,2.43
2021-10-26,199.51,222.8,346.9,135.24,348.75,434.9,0.0,0,0.0,697,826,667.56,608.86,0.0,0.0,0.0,0.0,398.4,8.38,8.65,8.3,2.7,2.77,3.49,7.38,7.97,7.96,8.3,8.78,9.63,9.61,209.0,0.09,6.358,3.29,0.34,7.174,3.29
2021-10-27,175.61,223.12,339.42,134.39,337.09,433.29,0.0,0,0.0,673,794,713.0,662.36,0.0,0.0,0.0,0.0,397.69,8.41,8.65,8.33,2.68,2.76,3.49,7.38,7.98,7.98,8.28,8.78,9.61,9.6,260.0,0.0,6.345,3.68,0.0,7.164,3.68
2021-10-28,159.43,222.99,289.94,86.46,340.57,385.49,0.0,0,0.0,638,746,762.14,724.42,0.0,0.0,0.0,0.0,397.34,8.48,8.63,8.37,2.66,2.75,3.48,7.37,7.98,7.99,8.27,8.76,9.56,9.54,173.0,0.0,6.32,2.52,0.02,7.156,2.52
2021-10-29,218.87,248.34,340.26,133.67,343.89,432.12,0.0,0,0.0,629,746,685.66,649.63,0.0,0.0,0.0,0.0,393.34,8.49,8.64,8.42,2.77,2.85,3.58,7.37,8.03,8.06,8.28,8.77,9.56,9.55,329.0,0.23,6.31,3.14,0.51,7.185,3.14
