date,S199,S200,S332B,S332BN,S332C,S332D,S332DX1,S12A,S12B,S12C,S12D,S333,S333N,S334,S343A,S343B,S344,S356,S333_T,S343B_T,S334_H,SWEVER4_stage,TSH_stage,NP62_stage,G620_water_level,NESRS1,NESRS2,S12A_T,S12B_T,S12C_T,S12D_T,S18C,NP205_rain,NP205_stage,NP205_PET,P33_rain,P33_stage,P33_PET
2020-10-16,242.17,279.69,218.42,218.42,445.77,481.38,0.0,460,382.0,478,895,1177.66,54.37,0.0,0.0,0.0,111.33,451.26,8.36,8.9,8.24,2.92,3.03,4.04,7.43,7.75,7.94,10.01,10.03,10.06,10.14,289.0,2.28,6.925,2.09,0.106,7.133,2.09
2020-10-17,296.05,294.85,265.13,265.13,587.35,556.24,0.0,490,405.0,508,942,1496.92,54.37,0.0,0.0,0.0,115.62,531.02,8.48,9.05,8.33,2.95,3.08,4.05,7.48,7.85,7.96,10.16,10.17,10.17,10.18,274.0,0.01,7.025,3.87,0.0,7.133,3.87
2020-10-18,277.85,294.24,264.23,264.23,514.45,503.14,0.0,472,394.0,498,926,1459.37,54.37,0.0,0.0,0.0,119.9,454.09,8.47,9.01,8.32,2.93,3.06,4.05,7.49,7.89,7.98,10.12,10.13,10.13,10.15,252.0,0.0,7.008,3.51,0.088,7.138,3.51
2020-10-19,224.13,294.72,264.39,264.39,491.06,537.91,0.0,466,392.0,498,928,1406.97,54.37,0.0,0.0,0.0,124.18,399.97,8.47,8.99,8.32,2.91,3.05,4.06,7.49,7.95,8.02,10.11,10.12,10.12,10.14,227.0,0.11,6.986,1.98,0.256,7.167,1.98
2020-10-20,260.51,295.06,263.38,263.38,489.25,558.77,0.0,472,399.0,512,963,1198.68,54.37,0.0,0.0,0.0,128.46,488.76,8.47,8.99,8.36,2.9,3.06,4.11,7.5,7.98,8.06,10.12,10.13,10.14,10.17,276.0,0.37,6.977,1.27,0.678,7.195,1.27
2020-10-21,299.42,299.77,268.2,268.2,597.5,569.57,0.0,545,459.0,602,1180,2.73,54.37,0.0,0.0,0.0,132.74,533.05,8.53,9.07,8.41,3.04,3.25,4.4,7.56,8.32,8.32,10.28,10.32,10.36,10.45,1130.0,1.38,7.037,0.6,2.167,7.375,0.6
2020-10-22,299.28,300.42,249.94,249.94,632.25,569.49,0.0,582,484.0,628,1230,0.0,54.37,0.0,0.0,0.0,137.02,521.26,8.51,9.1,8.39,3.18,3.4,4.66,7.59,8.37,8.32,10.35,10.38,10.41,10.49,1490.0,0.05,7.075,2.39,0.159,7.496,2.39
2020-10-23,298.03,298.83,323.41,268.41,630.08,567.84,0.0,583,485.0,633,1230,0.0,54.37,0.0,0.0,0.0,141.31,530.23,8.46,9.09,8.35,3.19,3.4,4.66,7.6,8.32,8.29,10.35,10.38,10.41,10.49,1240.0,0.0,7.05,3.4,0.0,7.5,3.4
2020-10-24,297.71,297.73,473.25,264.12,628.48,568.9,0.0,583,489.0,640,1250,0.0,54.37,0.0,0.0,0.0,145.59,532.65,8.41,9.08,8.32,3.21,3.42,4.66,7.6,8.29,8.25,10.35,10.38,10.42,10.49,921.0,1.09,7.034,1.89,0.59,7.514,1.89
2020-10-25,298.12,298.6,534.53,267.67,627.89,567.7,0.0,595,498.0,654,1290,0.0,54.37,0.0,0.0,0.0,149.87,534.42,8.42,9.1,8.33,3.26,3.5,4.68,7.64,8.31,8.27,10.38,10.4,10.44,10.53,1070.0,0.1,7.075,1.98,0.326,7.586,1.98
2020-10-26,297.59,297.85,438.42,168.99,627.94,546.74,0.0,597,499.0,659,1300,0.0,54.37,0.0,0.0,0.0,154.15,533.96,8.4,9.09,8.31,3.29,3.49,4.67,7.63,8.28,8.24,10.38,10.4,10.44,10.53,981.0,0.07,7.032,3.18,0.317,7.577,3.18
2020-10-27,297.39,297.36,488.38,221.47,627.64,565.95,0.0,602,504.0,667,1310,0.0,54.37,0.0,0.0,0.0,158.43,532.53,8.38,9.09,8.27,3.27,3.47,4.69,7.64,8.26,8.22,10.39,10.41,10.45,10.54,838.0,0.0,7.011,3.74,0.0,7.578,3.74
2020-10-28,297.15,297.0,436.18,173.2,610.84,555.79,0.0,601,506.0,672,1320,0.0,54.37,0.0,0.0,0.0,162.89,518.22,8.35,9.08,8.24,3.21,3.42,4.66,7.64,8.23,8.19,10.39,10.41,10.45,10.54,663.0,0.0,6.995,3.64,0.0,7.551,3.64
2020-10-29,296.99,296.87,378.12,134.19,621.55,560.24,0.0,604,510.0,687,1330,0.0,54.37,0.0,0.0,0.0,167.9,512.72,8.3,9.07,8.22,3.16,3.38,4.62,7.64,8.2,8.16,10.38,10.41,10.45,10.54,503.0,1.06,7.013,3.36,0.0,7.527,3.36
2020-10-30,296.69,296.62,370.62,104.67,627.45,555.14,0.0,628,531.0,721,1370,0.0,54.37,0.0,0.0,0.0,172.7,528.15,8.27,9.14,8.19,3.13,3.33,4.58,7.63,8.16,8.13,10.42,10.45,10.48,10.57,401.0,0.34,7.078,3.31,0.0,7.504,3.31
2020-10-31,296.18,296.25,397.22,132.19,605.91,566.68,0.0,661,558.0,773,1440,0.0,54.37,0.0,0.0,0.0,177.48,527.15,8.27,9.13,8.17,3.14,3.3,4.55,7.64,8.15,8.11,10.49,10.52,10.55,10.64,368.0,0.03,7.065,3.18,0.185,7.51,3.18
2020-11-01,295.51,296.2,398.61,133.68,603.63,565.92,0.0,286,581.0,810,1470,0.0,54.37,0.0,0.0,0.0,182.26,531.62,8.26,9.13,8.17,3.1,3.28,4.53,7.64,8.15,8.11,9.36,10.57,10.57,10.66,358.0,0.0,7.035,2.62,0.106,7.503,2.62
2020-11-02,294.72,295.21,361.84,132.61,566.35,532.53,0.0,0,614.0,853,1510,0.0,54.37,0.0,0.0,0.0,186.7,531.7,8.24,9.08,8.15,3.07,3.26,4.54,7.66,8.14,8.09,8.86,10.64,10.63,10.69,282.0,0.0,7.012,2.13,0.018,7.519,2.13
2020-11-03,281.16,295.33,448.14,185.03,435.51,497.78,0.0,364,608.0,864,1510,0.0,54.37,0.0,167.34,167.97,188.93,526.15,8.23,9.06,8.1,3.03,3.22,4.5,7.65,8.11,8.04,9.67,10.63,10.62,10.69,263.0,0.0,6.989,3.61,0.0,7.489,3.61
2020-11-04,223.56,295.77,516.8,257.82,279.37,492.15,0.0,625,570.0,860,1500,0.0,54.37,0.0,328.21,353.38,190.75,531.46,8.21,9.81,8.08,2.99,3.18,4.46,7.64,8.08,8.01,10.41,10.51,10.56,10.66,258.0,0.03,6.963,2.95,0.0,7.467,2.95
2020-11-05,223.51,295.3,529.48,263.85,274.09,486.47,0.0,610,564.0,873,1510,0.0,54.37,0.0,310.28,339.93,192.56,531.54,8.21,9.82,8.08,2.97,3.16,4.43,7.64,8.07,8.0,10.38,10.48,10.55,10.66,257.0,0.09,6.949,2.32,0.07,7.463,2.32
2020-11-06,223.43,295.52,531.53,266.68,276.6,497.45,0.0,613,573.0,902,1550,0.0,54.37,0.0,304.15,337.1,194.38,531.78,8.21,9.83,8.09,2.96,3.15,4.41,7.64,8.07,8.01,10.38,10.5,10.58,10.69,245.0,0.37,6.957,2.56,0.132,7.468,2.56
2020-11-07,236.48,295.89,532.87,265.1,320.78,503.96,0.0,619,582.0,927,1570,0.0,54.37,0.0,301.27,334.86,196.2,531.69,8.22,9.84,8.09,2.96,3.15,4.4,7.67,8.09,8.0,10.38,10.5,10.58,10.7,263.0,0.96,7.028,1.25,1.788,7.54,1.25
2020-11-08,289.09,291.52,531.46,265.3,605.51,566.48,0.0,709,659.0,1020,1710,0.0,54.37,0.0,125.2,149.38,76.94,526.62,8.32,9.6,8.17,3.03,3.2,4.51,7.72,8.17,8.07,10.52,10.62,10.69,10.83,289.0,1.66,7.16,0.69,1.453,7.647,0.69
2020-11-09,164.64,231.2,537.63,268.68,592.02,565.34,0.0,963,854.0,1210,1960,0.0,54.37,0.0,0.0,0.0,0.0,535.45,8.59,9.54,8.39,3.39,3.55,4.92,7.86,8.46,8.33,10.98,10.97,10.95,11.06,1410.0,1.9,7.439,1.85,3.154,7.94,1.85
2020-11-10,303.22,303.97,532.42,268.53,630.15,557.01,0.0,1020,921.0,1300,2080,0.0,54.37,0.0,0.0,0.0,0.0,530.63,8.58,9.49,8.44,3.4,3.55,4.97,7.85,8.48,8.33,11.02,11.03,11.02,11.14,1490.0,0.09,7.52,1.66,0.299,7.957,1.66
2020-11-11,307.09,303.15,530.6,266.36,627.59,560.87,0.0,1060,968.0,1380,2180,0.0,54.37,0.0,0.0,0.0,0.0,537.21,8.6,9.46,8.51,3.37,3.52,4.95,7.85,8.49,8.39,11.06,11.09,11.07,11.2,1400.0,1.19,7.53,1.16,0.907,7.956,1.16
2020-11-12,306.69,302.95,534.59,266.02,629.25,569.79,0.0,1130,1070.0,1520,2360,0.0,54.37,0.0,216.78,221.0,128.83,325.87,8.61,9.49,8.58,3.32,3.52,4.98,7.89,8.54,8.45,11.16,11.23,11.22,11.35,1530.0,0.74,7.598,2.99,0.379,7.955,2.99
2020-11-13,307.29,303.95,536.3,269.4,628.88,569.79,0.0,1140,1110.0,1640,2470,0.0,54.37,0.0,428.25,467.17,246.66,0.0,8.56,10.19,8.56,3.35,3.56,5.02,7.89,8.53,8.44,11.17,11.26,11.33,11.41,1750.0,0.0,7.575,3.42,0.0,7.953,3.42
2020-11-14,306.69,304.55,532.63,270.89,631.8,567.52,0.0,1160,1140.0,1700,2510,12.6,54.37,0.0,425.47,467.32,245.74,0.0,8.53,10.22,8.52,3.31,3.53,5.01,7.88,8.51,8.41,11.2,11.28,11.35,11.43,1680.0,0.08,7.545,1.64,0.035,7.942,1.64
2020-11-15,287.69,304.11,538.49,269.32,564.98,567.89,0.0,1180,1170.0,1750,2550,52.88,54.37,0.0,233.83,474.86,244.82,0.0,8.53,10.24,8.51,3.24,3.49,4.97,7.88,8.48,8.39,11.21,11.31,11.37,11.45,1630.0,0.0,7.529,2.84,0.0,7.932,2.84
2020-11-16,230.12,303.33,535.86,268.07,603.54,555.57,0.0,1240,1220.0,1810,2600,68.28,78.71,0.0,0.41,501.09,243.9,21.86,8.5,10.21,8.48,3.17,3.44,4.94,7.86,8.45,8.36,11.3,11.37,11.41,11.48,1480.0,0.0,7.513,3.51,0.0,7.913,3.51
2020-11-17,267.16,303.17,529.58,263.82,627.12,567.16,0.0,1310,1280.0,1890,2670,83.62,79.24,0.0,0.42,508.91,242.98,251.71,8.49,10.23,8.44,3.1,3.39,4.91,7.87,8.43,8.33,11.38,11.43,11.46,11.53,1220.0,0.0,7.5,2.6,0.0,7.892,2.6
2020-11-18,307.23,303.94,531.25,268.48,624.72,558.89,0.0,1330,1300.0,1930,2700,84.34,78.92,0.0,0.43,516.35,242.06,532.7,8.55,10.24,8.4,3.05,3.35,4.87,7.87,8.41,8.31,11.39,11.44,11.47,11.54,750.0,0.0,7.501,2.95,0.0,7.874,2.95
2020-11-19,306.73,303.66,531.39,265.9,629.45,549.24,0.0,1350,1300.0,1920,2660,84.26,78.69,0.0,0.44,527.33,241.14,527.53,8.54,10.22,8.39,3.02,3.31,4.81,7.86,8.4,8.29,11.41,11.43,11.45,11.51,575.0,0.0,7.518,3.16,0.0,7.86,3.16
2020-11-20,306.41,305.11,535.13,267.54,627.99,567.55,0.0,1370,1320.0,1940,2680,84.82,79.12,0.0,0.44,532.25,240.23,525.8,8.52,10.22,8.4,3.0,3.28,4.77,7.87,8.4,8.28,11.43,11.46,11.47,11.53,721.0,0.07,7.548,3.23,0.097,7.853,3.23
2020-11-21,305.65,303.56,535.71,267.54,628.54,568.69,0.0,1370,1330.0,1950,2710,84.56,79.36,0.0,0.44,531.38,239.31,531.01,8.51,10.23,8.41,2.99,3.26,4.75,7.88,8.4,8.28,11.43,11.47,11.49,11.55,821.0,0.09,7.579,2.49,0.15,7.869,2.49
2020-11-22,306.07,304.52,466.43,267.64,599.66,567.66,0.0,1370,1330.0,1960,2710,84.92,79.49,0.0,0.44,530.98,238.39,531.01,8.5,10.22,8.43,2.99,3.27,4.79,7.88,8.4,8.3,11.43,11.47,11.5,11.56,1020.0,0.17,7.595,2.43,0.423,7.887,2.43
2020-11-23,304.69,303.8,531.83,268.04,608.63,557.77,0.0,1370,1340.0,1960,2730,85.62,78.25999999999999,0.0,0.44,529.18,237.47,515.54,8.5,10.22,8.44,2.98,3.26,4.87,7.88,8.42,8.31,11.43,11.49,11.51,11.58,970.0,0.0,7.602,1.85,0.0,7.904,1.85
2020-11-24,306.81,305.01,532.73,267.44,594.02,537.13,0.0,1370,1330.0,1950,2710,85.6,77.03,0.0,0.44,529.12,236.55,462.44,8.5,10.21,8.42,2.95,3.23,4.82,7.88,8.41,8.3,11.42,11.48,11.51,11.57,813.0,0.0,7.6,3.16,0.0,7.898,3.16
2020-11-25,306.79,304.61,533.58,267.64,624.14,566.57,0.0,1360,1320.0,1920,2670,85.47,75.8,0.0,0.44,527.51,235.63,322.71,8.49,10.23,8.41,2.93,3.22,4.78,7.88,8.41,8.29,11.41,11.46,11.48,11.54,811.0,0.05,7.612,1.08,0.141,7.9,1.08
2020-11-26,307.25,305.7,536.34,267.65,628.42,567.45,0.0,1340,1300.0,1900,2640,85.01,75.65,0.0,0.44,523.03,234.71,266.68,8.47,10.22,8.4,2.91,3.21,4.75,7.87,8.4,8.28,11.39,11.44,11.47,11.53,784.0,0.0,7.627,3.25,0.0,7.896,3.25
2020-11-27,307.25,305.22,534.94,267.77,628.74,568.15,0.0,1330,1290.0,1890,2620,84.78,75.58,0.0,0.43,519.97,233.79,266.59,8.45,10.22,8.39,2.89,3.19,4.72,7.87,8.39,8.27,11.38,11.43,11.46,11.52,605.0,0.0,7.63,3.1,0.0,7.886,3.1
2020-11-28,307.24,305.14,536.23,267.53,628.89,568.05,0.0,1310,1270.0,1870,2590,84.61,75.36,0.0,0.43,516.21,232.88,221.85,8.43,10.21,8.39,2.87,3.17,4.7,7.87,8.38,8.25,11.35,11.41,11.44,11.51,573.0,0.0,7.623,3.03,0.0,7.883,3.03
2020-11-29,307.06,304.72,535.1,267.68,628.42,568.06,0.0,1280,1250.0,1840,2550,84.45,75.23,0.0,0.43,511.2,231.96,133.39,8.41,10.21,8.38,2.86,3.15,4.68,7.86,8.37,8.24,11.32,11.38,11.42,11.49,574.0,0.0,7.617,2.93,0.0,7.88,2.93
2020-11-30,306.97,304.71,535.88,267.04,627.48,536.45,0.0,1260,1220.0,1810,2520,85.07,75.26,0.0,0.42,504.26,231.04,133.62,8.37,10.21,8.37,2.86,3.13,4.66,7.84,8.35,8.23,11.29,11.35,11.39,11.46,529.0,0.13,7.607,2.07,0.123,7.876,2.07
2020-12-01,307.1,304.61,528.53,263.57,627.17,569.04,0.0,1290,1260.0,1840,2550,89.67,76.73,0.0,0.43,200.08,230.12,133.44,8.37,9.71,8.34,2.85,3.12,4.65,7.85,8.35,8.21,11.32,11.39,11.43,11.49,552.0,0.0,7.59,3.44,0.009,7.865,3.44
2020-12-02,307.01,304.84,533.1,266.32,621.69,553.56,0.0,1310,1250.0,1810,2500,90.72,77.08,0.0,0.46,0.0,117.36,121.54,8.35,9.51,8.31,2.83,3.1,4.63,7.85,8.33,8.19,11.34,11.37,11.4,11.46,453.0,0.0,7.58,3.4,0.0,7.857,3.4
2020-12-03,307.02,304.56,533.63,267.21,628.11,569.89,0.0,1300,1230.0,1780,2450,88.59,76.61,0.0,0.46,0.0,0.0,133.42,8.34,9.46,8.29,2.82,3.09,4.61,7.84,8.31,8.19,11.32,11.35,11.37,11.43,376.0,0.0,7.572,3.12,0.0,7.852,3.12
2020-12-04,307.18,304.65,535.23,267.76,631.06,568.78,0.0,1280,1210.0,1760,2410,87.12,76.39,0.0,0.47,0.0,0.0,72.71,8.33,9.43,8.29,2.82,3.08,4.59,7.83,8.3,8.17,11.3,11.33,11.35,11.41,378.0,0.0,7.57,1.55,0.0,7.844,1.55
2020-12-05,307.9,305.18,514.77,247.73,631.22,568.11,0.0,1270,1200.0,1740,2390,85.94,75.93,0.0,0.47,0.0,0.0,65.83,8.3,9.42,8.29,2.82,3.07,4.58,7.83,8.29,8.15,11.28,11.32,11.34,11.4,375.0,0.0,7.567,2.8,0.0,7.84,2.8
2020-12-06,307.79,304.28,518.19,250.04,607.7,568.27,0.0,1260,1180.0,1730,2360,85.41,75.64,0.0,0.47,0.0,0.0,131.45,8.31,9.4,8.28,2.82,3.06,4.57,7.82,8.28,8.14,11.27,11.3,11.33,11.38,405.0,0.0,7.556,1.98,0.0,7.84,1.98
2020-12-07,307.91,303.88,537.06,268.88,546.14,568.77,0.0,1280,1210.0,1760,2420,86.66,76.14,0.0,0.46,0.0,0.0,210.66,8.34,9.43,8.32,2.83,3.08,4.57,7.84,8.31,8.16,11.29,11.34,11.38,11.45,461.0,0.77,7.593,1.96,0.414,7.867,1.96
2020-12-08,307.77,283.68,534.69,267.74,474.77,564.69,0.0,1280,1220.0,1760,2430,90.16,77.3,0.0,0.47,0.0,0.0,204.64,8.35,9.42,8.32,2.82,3.07,4.57,7.84,8.31,8.17,11.29,11.34,11.38,11.45,510.0,0.0,7.58,3.31,0.0,7.865,3.31
2020-12-09,307.05,302.63,533.49,267.2,487.65,570.76,0.0,1270,1200.0,1740,2390,91.66,78.0,0.0,0.47,0.0,0.0,69.16,8.32,9.4,8.3,2.82,3.06,4.56,7.83,8.29,8.15,11.28,11.32,11.36,11.42,489.0,0.0,7.555,3.36,0.0,7.858,3.36
2020-12-10,298.15,302.26,532.12,266.46,545.18,570.84,0.0,1260,1180.0,1710,2340,90.77,77.68,0.0,0.47,0.0,0.0,0.0,8.3,9.4,8.28,2.82,3.05,4.56,7.81,8.28,8.14,11.26,11.3,11.33,11.39,383.0,0.0,7.544,3.29,0.0,7.848,3.29
2020-12-11,295.77,301.28,531.5,266.18,626.23,567.9,0.0,1250,1170.0,1690,2320,89.14,77.16,0.0,0.47,0.0,150.36,0.0,8.27,9.39,8.26,2.82,3.05,4.56,7.81,8.27,8.14,11.24,11.28,11.31,11.37,273.0,0.03,7.54,2.06,0.018,7.842,2.06
2020-12-12,295.97,303.23,532.86,267.4,627.25,567.13,0.0,1260,1180.0,1690,2310,87.14,76.4,0.0,0.47,0.0,237.68,0.15,8.29,9.39,8.27,2.85,3.06,4.56,7.82,8.29,8.12,11.26,11.29,11.32,11.38,268.0,0.15,7.547,1.78,0.211,7.858,1.78
2020-12-13,296.87,303.23,533.02,265.4,627.85,566.42,0.0,1240,1160.0,1670,2270,85.39,75.75,0.0,0.47,0.0,234.1,0.0,8.29,9.39,8.27,2.86,3.06,4.56,7.81,8.29,8.12,11.23,11.27,11.3,11.35,253.0,0.01,7.56,2.86,0.0,7.864,2.86
2020-12-14,296.66,303.57,535.39,267.93,614.93,560.72,0.0,1210,1130.0,1640,2220,68.71,63.28,0.0,0.46,0.0,230.52,0.0,8.27,9.38,8.26,2.85,3.06,4.56,7.8,8.28,8.11,11.19,11.23,11.27,11.32,282.0,0.0,7.557,2.86,0.0,7.858,2.86
2020-12-15,296.73,303.85,490.52,261.01,565.14,568.14,0.0,1200,1110.0,1610,2190,54.95,52.33,0.0,0.46,0.0,226.94,0.0,8.25,9.37,8.25,2.85,3.06,4.56,7.8,8.26,8.11,11.18,11.21,11.25,11.3,249.0,0.0,7.54,2.86,0.0,7.848,2.86
2020-12-16,295.77,300.27,499.4,265.75,619.33,558.43,0.0,1160,1080.0,1580,2140,71.86,16.67,52.86,0.45,240.87,223.36,0.0,8.22,9.36,8.22,2.85,3.05,4.55,7.78,8.25,8.09,11.14,11.17,11.22,11.27,243.0,0.0,7.524,2.67,0.0,7.839,2.67
2020-12-17,295.61,296.69,513.17,265.98,593.63,568.44,0.0,1090,1030.0,1520,2090,153.6,0.0,142.42,165.53,473.93,219.78,0.0,8.2,10.05,8.2,2.84,3.05,4.54,7.77,8.24,8.07,11.04,11.11,11.16,11.23,265.0,0.0,7.503,2.47,0.0,7.825,2.47
2020-12-18,285.65,295.73,531.7,265.72,623.89,565.91,0.0,1040,998.0,1480,2060,210.04,0.0,215.69,393.25,438.29,216.41,0.0,8.19,10.08,8.15,2.83,3.03,4.53,7.77,8.21,8.07,10.96,11.07,11.14,11.21,225.0,0.0,7.471,3.14,0.0,7.806,3.14
2020-12-19,223.73,296.59,532.1,266.82,625.31,567.61,0.0,993,950.0,1420,2000,209.02,0.0,216.13,377.26,426.69,214.43,0.0,8.17,10.08,8.13,2.83,3.02,4.52,7.76,8.2,8.02,10.9,11.01,11.09,11.16,226.0,0.0,7.452,2.95,0.0,7.793,2.95
2020-12-20,223.7,297.93,533.98,267.26,623.95,567.66,0.0,961,906.0,1360,1940,252.22,0.0,262.53,365.73,419.64,212.7,0.0,8.15,10.05,8.11,2.83,3.02,4.5,7.74,8.18,8.0,10.86,10.95,11.03,11.12,269.0,0.0,7.437,2.99,0.0,7.781,2.99
2020-12-21,223.66,298.39,534.78,268.27,623.73,564.82,0.0,937,881.0,1320,1900,290.49,0.0,299.8,356.52,412.73,210.97,0.0,8.13,10.05,8.09,2.83,3.01,4.49,7.73,8.17,7.99,10.82,10.92,11.0,11.08,234.0,0.0,7.421,2.37,0.0,7.768,2.37
2020-12-22,249.6,302.34,464.59,266.75,626.25,547.47,0.0,920,863.0,1280,1870,353.0,0.0,359.69,348.72,404.85,209.23,0.01,8.12,10.04,8.06,2.82,3.0,4.48,7.72,8.15,7.97,10.8,10.9,10.99,11.06,201.0,0.0,7.395,2.99,0.0,7.754,2.99
2020-12-23,243.76,302.83,473.01,268.61,620.15,557.4,0.0,895,832.0,1240,1820,407.0,0.0,405.89,342.46,398.67,207.45,0.0,8.1,10.02,8.03,2.81,2.99,4.45,7.7,8.13,7.95,10.76,10.86,10.95,11.02,210.0,0.0,7.372,2.65,0.0,7.74,2.65
2020-12-24,223.61,303.45,535.15,267.11,628.04,569.17,0.0,867,798.0,1190,1770,412.86,0.0,404.71,334.09,392.43,205.6,0.0,8.08,10.02,8.04,2.81,2.99,4.44,7.69,8.12,7.94,10.72,10.81,10.9,10.97,245.0,0.06,7.36,2.54,0.185,7.732,2.54
2020-12-25,223.87,303.84,533.02,266.16,628.33,564.95,0.0,850,789.0,1170,1760,410.11,0.0,408.09,322.22,385.31,203.73,0.0,8.07,9.99,8.03,2.83,3.0,4.43,7.68,8.12,7.93,10.7,10.81,10.9,10.97,276.0,0.03,7.339,3.12,0.0,7.721,3.12
2020-12-26,223.88,304.56,532.02,267.2,626.65,568.51,0.0,828,761.0,1130,1720,402.66,0.0,408.27,318.83,378.51,201.87,0.0,8.06,9.99,8.0,2.82,2.98,4.42,7.66,8.1,7.91,10.66,10.77,10.86,10.94,235.0,0.0,7.311,3.07,0.0,7.701,3.07
2020-12-27,223.89,304.66,533.03,267.08,626.11,569.84,0.0,811,741.0,1090,1690,401.2,0.0,408.07,315.39,376.32,200.0,0.0,8.04,9.97,7.98,2.81,2.97,4.41,7.65,8.08,7.89,10.63,10.74,10.83,10.91,223.0,0.0,7.289,3.07,0.0,7.685,3.07
2020-12-28,223.82,304.39,533.16,266.2,625.53,547.42,0.0,797,721.0,1060,1650,442.67,0.0,444.22,312.42,374.67,198.14,0.0,8.02,9.96,7.95,2.8,2.97,4.4,7.65,8.06,7.87,10.61,10.72,10.81,10.88,200.0,0.0,7.27,3.2,0.0,7.678,3.2
2020-12-29,223.8,304.4,533.79,267.7,624.42,531.92,0.0,784,701.0,1020,1610,501.32,0.0,493.17,309.63,371.06,196.27,0.0,8.01,9.94,7.93,2.79,2.96,4.39,7.64,8.05,7.86,10.58,10.69,10.78,10.85,202.0,0.0,7.258,2.92,0.0,7.664,2.92
2020-12-30,223.66,264.96999999999997,529.98,265.09,625.61,568.19,0.0,771,679.0,987,1560,497.03,0.0,491.64,306.96,366.02,194.41,0.0,8.01,9.94,7.9,2.79,2.96,4.37,7.62,8.04,7.83,10.56,10.66,10.74,10.8,201.0,0.0,7.249,1.53,0.0,7.653,1.53
2020-12-31,224.01,225.54,533.81,266.33,625.85,567.58,0.0,752,652.0,945,1510,493.36,0.0,494.39,301.71,361.98,192.54,0.0,8.0,9.93,7.89,2.78,2.95,4.35,7.61,8.03,7.82,10.53,10.62,10.7,10.75,207.0,0.0,7.228,2.92,0.0,7.64,2.92
2021-01-01,264.38,7.12,536.27,266.67,630.57,459.45,141.53,731,629.0,915,1470,492.02,0.0,495.17,296.46,356.97,190.68,0.0,7.98,9.9,7.89,2.77,2.94,4.33,7.6,8.01,7.8,10.5,10.58,10.66,10.71,216.0,0.0,7.215,3.12,0.0,7.623,3.12
2021-01-02,225.75,0.0,529.62,261.79,622.81,566.49,234.02,712,612.0,892,1440,491.8,0.0,496.66,291.79,351.94,188.82,0.0,7.96,9.9,7.88,2.77,2.93,4.31,7.57,8.0,7.79,10.46,10.55,10.64,10.69,275.0,0.0,7.204,2.86,0.0,7.607,2.86
2021-01-03,225.69,0.0,530.1,262.78,624.46,567.96,233.25,693,596.0,872,1420,492.26,0.0,497.52,286.45,346.78,187.3,0.0,7.93,9.88,7.87,2.77,2.92,4.3,7.56,7.98,7.79,10.43,10.53,10.62,10.67,265.0,0.0,7.189,2.75,0.0,7.592,2.75
2021-01-04,225.72,0.0,530.76,263.36,626.29,452.94,176.94,682,586.0,846,1410,544.32,0.0,543.04,281.59,343.87,186.68,0.0,7.92,9.86,7.84,2.77,2.92,4.29,7.56,7.96,7.79,10.41,10.52,10.6,10.66,265.0,0.0,7.171,1.98,0.0,7.58,1.98
2021-01-05,225.77,0.0,400.59,157.09,626.68,441.1,120.63,667,572.0,808,1380,588.75,0.0,578.21,277.37,338.47,184.3,0.0,7.9,9.85,7.82,2.76,2.91,4.27,7.55,7.94,7.74,10.38,10.49,10.56,10.64,313.0,0.0,7.147,3.18,0.0,7.562,3.18
2021-01-06,225.78,0.0,517.11,250.24,613.35,444.95,121.55,649,557.0,775,1340,763.28,0.0,404.91,268.5,332.14,181.74,0.0,7.89,9.83,7.85,2.75,2.9,4.25,7.52,7.93,7.73,10.36,10.46,10.53,10.61,232.0,0.0,7.125,3.48,0.0,7.546,3.48
2021-01-07,225.76,0.0,522.07,267.09,628.52,443.81,121.7,627,534.0,726,1250,1357.17,0.0,81.06,262.18,327.2,179.3,0.0,8.13,9.81,8.06,2.75,2.89,4.24,7.52,7.92,7.73,10.32,10.4,10.47,10.5,211.0,0.0,7.107,3.21,0.0,7.533,3.21
2021-01-08,225.71,0.0,534.38,266.38,623.05,444.14,122.24,601,512.0,687,1180,1579.02,0.0,295.78,252.72,320.45,177.58,0.0,8.23,9.78,8.13,2.75,2.88,4.23,7.5,7.92,7.76,10.27,10.35,10.4,10.42,199.0,0.0,7.093,2.04,0.0,7.519,2.04
2021-01-09,225.67,0.0,533.05,265.49,628.51,443.13,122.56,581,497.0,662,1150,1589.16,0.0,294.12,243.69,312.91,175.98,0.0,8.29,9.76,8.16,2.74,2.87,4.21,7.48,7.93,7.8,10.22,10.31,10.36,10.39,192.0,0.0,7.074,3.03,0.0,7.501,3.03
2021-01-10,225.46,0.0,528.63,264.7,622.97,441.51,122.91,561,481.0,635,1110,1591.9,0.0,292.06,235.37,303.99,174.38,0.0,8.33,9.74,8.18,2.73,2.86,4.2,7.47,7.95,7.83,10.18,10.27,10.32,10.35,183.0,0.0,7.055,2.97,0.0,7.482,2.97
2021-01-11,225.3,0.0,526.43,265.39,619.58,439.91,122.99,543,463.0,605,1070,1599.11,0.1,290.82,225.49,298.93,172.78,0.0,8.36,9.73,8.22,2.72,2.85,4.18,7.46,7.97,7.86,10.15,10.22,10.28,10.3,203.0,0.0,7.048,2.15,0.0,7.466,2.15
